sample,remaining_workspace_volume
sample_0.xml,0.0031333734952219425
sample_1.xml,0.003056951125352388
sample_2.xml,0.00310206949987543
sample_3.xml,0.0031333060674075316
sample_4.xml,0.0031312282487902365
sample_5.xml,0.003133367093752902
sample_6.xml,0.00313336951767232
sample_7.xml,0.003133320152465812
sample_8.xml,0.0031142741799768817
sample_9.xml,0.003107760376660056
sample_10.xml,0.0031333273940632473
sample_11.xml,0.0031334347146464757
sample_12.xml,
sample_13.xml,0.0031332873336875353
sample_14.xml,0.0031323349203931333
sample_15.xml,
sample_16.xml,0.0031333111236822725
sample_17.xml,0.0031290979067649816
sample_18.xml,0.0031331115565793963
sample_19.xml,0.0031310426383609484
sample_20.xml,0.0031153631640226747
sample_21.xml,0.003120536464386403
sample_22.xml,0.003133267417836102
sample_23.xml,0.0031027118582430038
sample_24.xml,0.003133144056666766
sample_25.xml,0.0031329799042426848
sample_26.xml,0.003095247101954372
sample_27.xml,0.003133248915347487
sample_28.xml,0.003133091137543862
sample_29.xml,0.0031332474063001346
sample_30.xml,0.0031250538761630714
sample_31.xml,0.003124518279397167
sample_32.xml,
sample_33.xml,0.0031246151768729675
sample_34.xml,0.003123124142537022
sample_35.xml,0.003133302742803876
sample_36.xml,0.003127488013601325
sample_37.xml,0.003133363692059178
sample_38.xml,0.0031332483360471917
sample_39.xml,0.0031188867514515724
sample_40.xml,0.003133298540330246
sample_41.xml,0.0031127899290067907
sample_42.xml,0.00311856179973972
sample_43.xml,0.003131142847176137
sample_44.xml,0.003130660033796962
sample_45.xml,0.003130297973565818
sample_46.xml,
sample_47.xml,0.0031332801467946906
sample_48.xml,0.003133398943856626
sample_49.xml,0.0031312924703593074
sample_50.xml,0.0031323181039652503
sample_51.xml,0.003131014698220182
sample_52.xml,0.003130345673391328
sample_53.xml,0.0031332572156944497
sample_54.xml,0.003113773938778788
sample_55.xml,0.0031325471397497247
sample_56.xml,0.003127781541768021
sample_57.xml,0.003133097841463766
sample_58.xml,0.003132078533893245
sample_59.xml,0.0031174875827960475
sample_60.xml,0.0031333420942958896
sample_61.xml,0.003132657128529995
sample_62.xml,0.0031322066462399593
sample_63.xml,0.003133420910966994
sample_64.xml,0.003035881767318724
sample_65.xml,0.0031227220356015023
sample_66.xml,0.0031327025255820594
sample_67.xml,0.003133212314317698
sample_68.xml,0.003129541700025316
sample_69.xml,0.003123100881095952
sample_70.xml,0.0031331330257123586
sample_71.xml,0.0031273963427269997
sample_72.xml,
sample_73.xml,0.0030526161046024957
sample_74.xml,0.0031330959128492443
sample_75.xml,
sample_76.xml,0.0030517388294928087
sample_77.xml,0.0031329100058777
sample_78.xml,0.0031129383912783123
sample_79.xml,0.0030582974433821923
sample_80.xml,0.003133338887280262
sample_81.xml,0.003133040884205389
sample_82.xml,0.0031314224369809658
sample_83.xml,0.00313327216197039
sample_84.xml,0.003133262221034615
sample_85.xml,0.003124344420268304
sample_86.xml,0.0031331988232690504
sample_87.xml,0.0031333561365419543
sample_88.xml,0.003116154152663936
sample_89.xml,0.0031319227896472934
sample_90.xml,0.0031158484665897855
sample_91.xml,0.0031313753925011406
sample_92.xml,0.003133062861691187
sample_93.xml,0.0031330691788676247
sample_94.xml,0.0031331912055718417
sample_95.xml,0.003125954502269133
sample_96.xml,0.0030991730873506525
sample_97.xml,0.0031185924171314213
sample_98.xml,0.0031233505664904045
sample_99.xml,0.0031323794477958284
sample_100.xml,0.0031332794090145476
sample_101.xml,0.0031333483947430696
sample_102.xml,0.003126431707781384
sample_103.xml,0.003123539044892872
sample_104.xml,0.0031176005575698244
sample_105.xml,0.0031333806767494085
sample_106.xml,0.003132078220626235
sample_107.xml,0.0031173328523851755
sample_108.xml,
sample_109.xml,0.003133298619018402
sample_110.xml,0.0031331654888892982
sample_111.xml,0.00312968299709268
sample_112.xml,
sample_113.xml,0.003133281202208228
sample_114.xml,0.0031332599403822606
sample_115.xml,0.0031291723258935226
sample_116.xml,0.003132217100120166
sample_117.xml,0.003132861058694442
sample_118.xml,0.003128514705751995
sample_119.xml,0.003131471360307766
sample_120.xml,0.003133243298222566
sample_121.xml,0.003133424705001732
sample_122.xml,0.003125079653316748
sample_123.xml,0.0031333030835306993
sample_124.xml,0.003116164297631307
sample_125.xml,
sample_126.xml,0.003045562030941117
sample_127.xml,0.0031330871510835035
sample_128.xml,0.003133297264862382
sample_129.xml,0.0031332810297267618
sample_130.xml,0.003128143966775958
sample_131.xml,0.0031333767519464745
sample_132.xml,0.0031294563120261073
sample_133.xml,0.0031332719977634317
sample_134.xml,0.0031320830806360967
sample_135.xml,0.003109000304133034
sample_136.xml,0.003132219940615032
sample_137.xml,0.003130535102354649
sample_138.xml,0.0031321170670253738
sample_139.xml,0.003078030754058742
sample_140.xml,0.0031332183683950303
sample_141.xml,0.0031235371566463058
sample_142.xml,0.0031197170896575537
sample_143.xml,0.0031018873104768484
sample_144.xml,0.003130134927198853
sample_145.xml,0.003133000924228884
sample_146.xml,0.0031147525480011698
sample_147.xml,0.003096344024702679
sample_148.xml,0.00312951794438099
sample_149.xml,0.003133402715531131
sample_150.xml,0.0031300208055496945
sample_151.xml,0.003131541128557393
sample_152.xml,0.003133297024874166
sample_153.xml,0.0031332193405262856
sample_154.xml,0.003132676124010414
sample_155.xml,0.003124516620078507
sample_156.xml,0.0031331416442332786
sample_157.xml,0.003122392816849128
sample_158.xml,0.003133205435122775
sample_159.xml,0.003133181180301421
sample_160.xml,0.0031312201786117036
sample_161.xml,0.0030920077779687705
sample_162.xml,0.003132377149821388
sample_163.xml,0.0031332645762187947
sample_164.xml,
sample_165.xml,
sample_166.xml,0.00313334169034747
sample_167.xml,0.0031332742635506758
sample_168.xml,0.00313231663107742
sample_169.xml,0.0031294116227573816
sample_170.xml,0.003133259258599704
sample_171.xml,0.003127238061085275
sample_172.xml,0.0031321100413184227
sample_173.xml,0.0031333134035007515
sample_174.xml,0.0031333755252016234
sample_175.xml,0.003133129039281391
sample_176.xml,0.00312730827860649
sample_177.xml,0.0030864625206457313
sample_178.xml,0.0031214974826061686
sample_179.xml,0.0031256555588667807
sample_180.xml,0.00311164117227548
sample_181.xml,0.003127531379910317
sample_182.xml,0.0031266813316577695
sample_183.xml,0.0031259186971241268
sample_184.xml,0.0031317475328948544
sample_185.xml,0.0031247635331367756
sample_186.xml,0.003128424171423677
sample_187.xml,0.003132143830897823
sample_188.xml,0.003111742908582038
sample_189.xml,
sample_190.xml,0.003107498812869408
sample_191.xml,0.0030852473666306453
sample_192.xml,0.003133120586093514
sample_193.xml,0.0031331767007576287
sample_194.xml,
sample_195.xml,0.0031331885839376416
sample_196.xml,0.003127923384890861
sample_197.xml,0.003132173889126576
sample_198.xml,0.0031332101976055344
sample_199.xml,0.0031324281559096012
sample_200.xml,
sample_201.xml,0.0031308395391911586
sample_202.xml,0.00312549566523732
sample_203.xml,0.0031334474884829253
sample_204.xml,0.003122951487356726
sample_205.xml,0.003122823269139279
sample_206.xml,0.003132397310029201
sample_207.xml,0.0031324712243527807
sample_208.xml,
sample_209.xml,0.0031333676249436313
sample_210.xml,0.0030736775139177477
sample_211.xml,0.003127286982648783
sample_212.xml,0.0031332636245776924
sample_213.xml,0.0031333384673886875
sample_214.xml,0.0031331218728113943
sample_215.xml,0.0031332200005338294
sample_216.xml,0.0031334003778188085
sample_217.xml,0.0031333177695776863
sample_218.xml,0.003133044931910658
sample_219.xml,0.003132322902239364
sample_220.xml,0.0031121671228726434
sample_221.xml,0.0031334229257816495
sample_222.xml,0.0031332237092053126
sample_223.xml,0.00313217823299147
sample_224.xml,0.0031106483465771196
sample_225.xml,0.0031327974227644733
sample_226.xml,0.003133210076961431
sample_227.xml,0.003129542920121132
sample_228.xml,0.0031320055442516314
sample_229.xml,0.0031312172489127658
sample_230.xml,0.0031225619968880086
sample_231.xml,0.0031333269140436807
sample_232.xml,0.0031328797156831884
sample_233.xml,0.0031330006646854603
sample_234.xml,0.003133510717194826
sample_235.xml,0.0031234282304569588
sample_236.xml,
sample_237.xml,0.003130213340153356
sample_238.xml,0.003133342755478832
sample_239.xml,0.003131836083529787
sample_240.xml,0.003132677573034277
sample_241.xml,0.003129445278472332
sample_242.xml,0.00313134894410829
sample_243.xml,0.00313325633359369
sample_244.xml,
sample_245.xml,0.003133277255766562
sample_246.xml,
sample_247.xml,0.003133192610762031
sample_248.xml,0.0031315061134854173
sample_249.xml,0.0031324998532924744
sample_250.xml,0.003133360262645307
sample_251.xml,0.00313313188633505
sample_252.xml,0.0031018521675839545
sample_253.xml,0.003132901762531601
sample_254.xml,0.003130574124303875
sample_255.xml,0.0031333938523727743
sample_256.xml,0.003130221247940894
sample_257.xml,0.003133241616411499
sample_258.xml,0.0031332534653570137
sample_259.xml,0.003133140859505334
sample_260.xml,0.0031333467317357154
sample_261.xml,0.0031143719187236734
sample_262.xml,0.003128805445700961
sample_263.xml,0.003090721499309785
sample_264.xml,0.003131056400313193
sample_265.xml,0.003133308159408658
sample_266.xml,0.003129788060645595
sample_267.xml,0.0031333076942568817
sample_268.xml,0.0031128478582121257
sample_269.xml,
sample_270.xml,0.003117457507197944
sample_271.xml,0.003118034723165973
sample_272.xml,0.0031310071475590994
sample_273.xml,0.0031332460607893385
sample_274.xml,0.0031305853278390558
sample_275.xml,0.0031208532790463045
sample_276.xml,0.0031310604743538147
sample_277.xml,0.003133197789518052
sample_278.xml,0.0031332868385238297
sample_279.xml,0.003133129741439481
sample_280.xml,0.003116004225669119
sample_281.xml,0.003133372136143004
sample_282.xml,
sample_283.xml,0.003133247983850146
sample_284.xml,0.003133381807097681
sample_285.xml,0.0031212640239047383
sample_286.xml,0.0031334041722628665
sample_287.xml,0.003131336869922119
sample_288.xml,0.003133144540162255
sample_289.xml,0.0031333159336296595
sample_290.xml,0.003032925752274286
sample_291.xml,
sample_292.xml,0.0031307375280245435
sample_293.xml,0.0030720277572780794
sample_294.xml,0.003047728452354637
sample_295.xml,0.003133002724651905
sample_296.xml,0.0031332587143032965
sample_297.xml,0.003130086585525067
sample_298.xml,0.003082291391884917
sample_299.xml,0.0031330222303782183
sample_300.xml,0.0030999397240828084
sample_301.xml,0.0030475363470990045
sample_302.xml,0.0031304208123128802
sample_303.xml,0.0031193873415433756
sample_304.xml,0.003133429254589861
sample_305.xml,
sample_306.xml,0.0031160532719483693
sample_307.xml,0.0031331541397367204
sample_308.xml,0.0031331140805097362
sample_309.xml,0.003131875995568708
sample_310.xml,0.0031172339120974016
sample_311.xml,0.0031332468149574467
sample_312.xml,0.0031222743103292683
sample_313.xml,0.003123264188894638
sample_314.xml,0.0031332659575130013
sample_315.xml,0.003133412159346212
sample_316.xml,0.0031161446356447547
sample_317.xml,0.0031308014393535586
sample_318.xml,0.003117005505818579
sample_319.xml,0.003125433494825946
sample_320.xml,0.003133281255623349
